text,labels
"1 con nhện có 8 chân,3 con nhện có mấy chân?","ratio"
"2 con cá có 6 vây,6 con cá có mấy vây?","ratio"
"1 con heo có 4 chân,8 con heo có mấy chân?","ratio"
"3 cái xe có 12 bánh,9 cái xe có mấy bánh?","ratio"
"1 con rùa có 4 chân,5 con rùa có mấy chân?","ratio"
"2 con ong có 4 cánh,10 con ong có mấy cánh?","ratio"
"1 con ngựa có 4 chân,6 con ngựa có mấy chân?","ratio"
"4 con cua có 32 chân,8 con cua có mấy chân?","ratio"
"1 cái bàn có 4 chân,7 cái bàn có mấy chân?","ratio"
"2 con dê có 8 chân,10 con dê có mấy chân?","ratio"
"1 con khỉ có 4 tay chân,5 con khỉ có mấy tay chân?","ratio"
"3 con thỏ có 12 chân,9 con thỏ có mấy chân?","ratio"
"1 con chuột có 4 chân,8 con chuột có mấy chân?","ratio"
"2 con chim có 4 chân,12 con chim có mấy chân?","ratio"
"1 con bò có 4 chân,7 con bò có mấy chân?","ratio"
"3 con gấu có 12 chân,6 con gấu có mấy chân?","ratio"
"1 con sư tử có 4 chân,5 con sư tử có mấy chân?","ratio"
"2 con hổ có 8 chân,10 con hổ có mấy chân?","ratio"
"1 con voi có 4 chân,4 con voi có mấy chân?","ratio"
"3 con cáo có 12 chân,9 con cáo có mấy chân?","ratio"
"1 con sóc có 4 chân,6 con sóc có mấy chân?","ratio"
"2 con kangaroo có 8 chân,8 con kangaroo có mấy chân?","ratio"
"1 con gấu trúc có 4 chân,5 con gấu trúc có mấy chân?","ratio"
"4 con tôm có 32 chân,12 con tôm có mấy chân?","ratio"
"1 chiếc xe đạp có 2 bánh,9 chiếc xe đạp có mấy bánh?","ratio"
"2 chiếc xe máy có 4 bánh,8 chiếc xe máy có mấy bánh?","ratio"
"1 chiếc ô tô có 4 bánh,6 chiếc ô tô có mấy bánh?","ratio"
"3 cái ghế có 12 chân,9 cái ghế có mấy chân?","ratio"
"1 con công có 2 chân,7 con công có mấy chân?","ratio"
"2 con cò có 4 chân,10 con cò có mấy chân?","ratio"
"1 con vẹt có 2 chân,8 con vẹt có mấy chân?","ratio"
"3 con chim sẻ có 6 chân,12 con chim sẻ có mấy chân?","ratio"
"1 con trâu có 4 chân,5 con trâu có mấy chân?","ratio"
"2 con dê có 8 chân,6 con dê có mấy chân?","ratio"
"1 con nai có 4 chân,7 con nai có mấy chân?","ratio"
"3 con thỏ có 12 chân,6 con thỏ có mấy chân?","ratio"
"1 con chuột túi có 4 chân,4 con chuột túi có mấy chân?","ratio"
"2 con chuột chũi có 8 chân,8 con chuột chũi có mấy chân?","ratio"
"1 con tê giác có 4 chân,5 con tê giác có mấy chân?","ratio"
"3 con hươu có 12 chân,9 con hươu có mấy chân?","ratio"
"1 con báo có 4 chân,6 con báo có mấy chân?","ratio"
"2 con sói có 8 chân,10 con sói có mấy chân?","ratio"
"1 con lạc đà có 4 chân,7 con lạc đà có mấy chân?","ratio"
"3 con linh dương có 12 chân,6 con linh dương có mấy chân?","ratio"
"1 con ngựa vằn có 4 chân,5 con ngựa vằn có mấy chân?","ratio"
"2 con hà mã có 8 chân,8 con hà mã có mấy chân?","ratio"
"1 con tê tê có 4 chân,4 con tê tê có mấy chân?","ratio"
"3 con khỉ đột có 12 chân,9 con khỉ đột có mấy chân?","ratio"
"1 con đười ươi có 4 tay chân,6 con đười ươi có mấy tay chân?","ratio"
"2 con tinh tinh có 8 tay chân,10 con tinh tinh có mấy tay chân?","ratio"
"1 con vượn có 4 tay chân,5 con vượn có mấy tay chân?","ratio"
"3 con khỉ mặt đỏ có 12 tay chân,6 con khỉ mặt đỏ có mấy tay chân?","ratio"
"1 con voọc có 4 tay chân,7 con voọc có mấy tay chân?","ratio"
"2 con khỉ vàng có 8 tay chân,8 con khỉ vàng có mấy tay chân?","ratio"
"1 con rái cá có 4 chân,4 con rái cá có mấy chân?","ratio"
"3 con hải cẩu có 12 chân,9 con hải cẩu có mấy chân?","ratio"
"1 con hải ly có 4 chân,6 con hải ly có mấy chân?","ratio"
"2 con chồn có 8 chân,10 con chồn có mấy chân?","ratio"
"1 con nhím có 4 chân,5 con nhím có mấy chân?","ratio"
"3 con cáo có 12 chân,6 con cáo có mấy chân?","ratio"
"1 con sóc chuột có 4 chân,7 con sóc chuột có mấy chân?","ratio"
"2 con chó sói có 8 chân,8 con chó sói có mấy chân?","ratio"
"1 con gấu nâu có 4 chân,4 con gấu nâu có mấy chân?","ratio"
"3 con gấu trắng có 12 chân,9 con gấu trắng có mấy chân?","ratio"
"1 con gấu đen có 4 chân,6 con gấu đen có mấy chân?","ratio"
"2 con báo đốm có 8 chân,10 con báo đốm có mấy chân?","ratio"
"1 con báo gấm có 4 chân,5 con báo gấm có mấy chân?","ratio"
"3 con mèo rừng có 12 chân,6 con mèo rừng có mấy chân?","ratio"
"1 con hổ có 4 chân,7 con hổ có mấy chân?","ratio"
"2 con sư tử đực có 8 chân,8 con sư tử đực có mấy chân?","ratio"
"1 con sư tử cái có 4 chân,4 con sư tử cái có mấy chân?","ratio"
"3 con linh cẩu có 12 chân,9 con linh cẩu có mấy chân?","ratio"
"1 con chó rừng có 4 chân,6 con chó rừng có mấy chân?","ratio"
"2 con bò rừng có 8 chân,10 con bò rừng có mấy chân?","ratio"
"1 con bò tót có 4 chân,5 con bò tót có mấy chân?","ratio"
"3 con trâu rừng có 12 chân,6 con trâu rừng có mấy chân?","ratio"
"1 con nai sừng tấm có 4 chân,7 con nai sừng tấm có mấy chân?","ratio"
"2 con hươu cao cổ có 8 chân,8 con hươu cao cổ có mấy chân?","ratio"
"1 con hươu xạ có 4 chân,4 con hươu xạ có mấy chân?","ratio"
"3 con ngựa vằn có 12 chân,9 con ngựa vằn có mấy chân?","ratio"
"1 con tê giác một sừng có 4 chân,6 con tê giác một sừng có mấy chân?","ratio"
"2 con tê giác hai sừng có 8 chân,10 con tê giác hai sừng có mấy chân?","ratio"
"1 con voi châu Phi có 4 chân,5 con voi châu Phi có mấy chân?","ratio"
"3 con voi châu Á có 12 chân,6 con voi châu Á có mấy chân?","ratio"
"1 con hà mã có 4 chân,7 con hà mã có mấy chân?","ratio"
"2 con lạc đà một bướu có 8 chân,8 con lạc đà một bướu có mấy chân?","ratio"
"1 con lạc đà hai bướu có 4 chân,4 con lạc đà hai bướu có mấy chân?","ratio"
"3 con linh dương đầu bò có 12 chân,9 con linh dương đầu bò có mấy chân?","ratio"
"1 con linh dương sừng thẳng có 4 chân,6 con linh dương sừng thẳng có mấy chân?","ratio"
"2 con công có 4 chân,10 con công có mấy chân?","ratio"
"một con chó có 36 cái răng, bốn con chó có bao nhiêu cái răng?","ratio"
"một con mèo có 30 cái răng, sáu con mèo có bao nhiêu cái răng?","ratio"
"một con ngựa có 40 cái răng, năm con ngựa có bao nhiêu cái răng?","ratio"
"một con heo có 44 cái răng, ba con heo có bao nhiêu cái răng?","ratio"
"một con thỏ có 28 cái răng, bảy con thỏ có bao nhiêu cái răng?","ratio"
"một con chuột có 16 cái răng, tám con chuột có bao nhiêu cái răng?","ratio"
"một con khỉ có 32 cái răng, chín con khỉ có bao nhiêu cái răng?","ratio"
"một con bò có 32 cái răng, hai con bò có bao nhiêu cái răng?","ratio"
"hai con chó có 8 cái chân, mười con chó có bao nhiêu cái chân?","ratio"
"một con cá có 6 vây, bảy con cá có bao nhiêu vây?","ratio"
"một con vịt có 2 chân, tám con vịt có bao nhiêu chân?","ratio"
"một con gà có 2 chân, chín con gà có bao nhiêu chân?","ratio"
"một con bướm có 6 chân, năm con bướm có bao nhiêu chân?","ratio"
"một con ong có 6 chân và 4 cánh, ba con ong có bao nhiêu chân và cánh?","ratio"
"hai con nhện có 16 chân, tám con nhện có bao nhiêu chân?","ratio"
"một con cua có 10 chân, sáu con cua có bao nhiêu chân?","ratio"
"hai con tôm có 20 chân, mười con tôm có bao nhiêu chân?","ratio"
"một con bọ rùa có 6 chân và 2 cánh, bốn con bọ rùa có bao nhiêu chân và cánh?","ratio"
"một con châu chấu có 6 chân và 4 cánh, năm con châu chấu có bao nhiêu chân và cánh?","ratio"
"hai con dế có 8 chân và 8 cánh, sáu con dế có bao nhiêu chân và cánh?","ratio"
"một con chuồn chuồn có 6 chân và 4 cánh, bảy con chuồn chuồn có bao nhiêu chân và cánh?","ratio"
"ba con rết có 90 chân, chín con rết có bao nhiêu chân?","ratio"
"hai con giun có 0 chân, mười con giun có bao nhiêu chân?","ratio"
"một con sâu có 16 chân, tám con sâu có bao nhiêu chân?","ratio"
"một con sao biển có 5 tay, ba con sao biển có bao nhiêu tay?","ratio"
"một con bạch tuộc có 8 tay, bốn con bạch tuộc có bao nhiêu tay?","ratio"
"một con mực có 10 tay, năm con mực có bao nhiêu tay?","ratio"
"một con cá ngựa có 1 vây đuôi, sáu con cá ngựa có bao nhiêu vây đuôi?","ratio"
"hai con cá voi có 4 vây, bảy con cá voi có bao nhiêu vây?","ratio"
"một con rùa có 4 chân và 1 mai, tám con rùa có bao nhiêu chân và mai?","ratio"
"một con ốc sên có 1 vỏ, chín con ốc sên có bao nhiêu vỏ?","ratio"
"hai con sò có 4 mang, mười con sò có bao nhiêu mang?","ratio"
"một con hến có 2 vỏ, ba con hến có bao nhiêu vỏ?","ratio"
"một con công có 100 mắt trên đuôi, bốn con công có bao nhiêu mắt trên đuôi?","ratio"
"một con khủng long có 2 sừng, năm con khủng long có bao nhiêu sừng?","ratio"
"một con tê giác có 1 sừng, sáu con tê giác có bao nhiêu sừng?","ratio"
"một con hươu có 2 gạc, bảy con hươu có bao nhiêu gạc?","ratio"
"một con bò có 2 sừng, tám con bò có bao nhiêu sừng?","ratio"
"một con dê có 2 sừng, chín con dê có bao nhiêu sừng?","ratio"
"một con trâu có 2 sừng, mười con trâu có bao nhiêu sừng?","ratio"
"một con sếu có 2 cánh và 2 chân, ba con sếu có bao nhiêu cánh và chân?","ratio"
"một con hạc có 2 cánh và 2 chân, bốn con hạc có bao nhiêu cánh và chân?","ratio"
"một con cò có 2 cánh và 2 chân, năm con cò có bao nhiêu cánh và chân?","ratio"
"một con chim sẻ có 2 cánh và 2 chân, sáu con chim sẻ có bao nhiêu cánh và chân?","ratio"
"một con chim bồ câu có 2 cánh và 2 chân, bảy con chim bồ câu có bao nhiêu cánh và chân?","ratio"
"một con vẹt có 2 cánh và 2 chân, tám con vẹt có bao nhiêu cánh và chân?","ratio"
"một con chim cánh cụt có 2 cánh và 2 chân, chín con chim cánh cụt có bao nhiêu cánh và chân?","ratio"
"một con đại bàng có 2 cánh và 2 chân, mười con đại bàng có bao nhiêu cánh và chân?","ratio"
"một con cá heo có 1 vây lưng, ba con cá heo có bao nhiêu vây lưng?","ratio"
"một con cá mập có 1 vây lưng và 2 vây ngực, bốn con cá mập có bao nhiêu vây lưng và vây ngực?","ratio"
"một con cá thu có 8 vây nhỏ, năm con cá thu có bao nhiêu vây nhỏ?","ratio"
"một con cá chép có 4 râu, sáu con cá chép có bao nhiêu râu?","ratio"
"một con cá trê có 8 râu, bảy con cá trê có bao nhiêu râu?","ratio"
"một con rắn có 1 lưỡi chẻ đôi, tám con rắn có bao nhiêu lưỡi chẻ đôi?","ratio"
"một con thằn lằn có 4 chân và 1 đuôi, chín con thằn lằn có bao nhiêu chân và đuôi?","ratio"
"một con kỳ nhông có 4 chân và 1 đuôi, mười con kỳ nhông có bao nhiêu chân và đuôi?","ratio"
"một con tắc kè có 4 chân và 5 móng trên mỗi chân, ba con tắc kè có bao nhiêu móng tất cả?","ratio"
"một con cóc có 4 chân, bốn con cóc có bao nhiêu chân?","ratio"
"một con ếch có 4 chân và 1 lưỡi dài, năm con ếch có bao nhiêu chân và lưỡi?","ratio"
"một con nhái có 4 chân, sáu con nhái có bao nhiêu chân?","ratio"
"một con kỳ đà có 4 chân và 1 đuôi dài, bảy con kỳ đà có bao nhiêu chân và đuôi?","ratio"
"một con cá sấu có 4 chân và 60 răng, tám con cá sấu có bao nhiêu chân và răng?","ratio"
"một con khỉ có 2 tay và 2 chân, chín con khỉ có bao nhiêu tay và chân?","ratio"
"một con đười ươi có 2 tay và 2 chân, mười con đười ươi có bao nhiêu tay và chân?","ratio"
"một con tinh tinh có 2 tay và 2 chân, ba con tinh tinh có bao nhiêu tay và chân?","ratio"
"một con vượn có 2 tay và 2 chân, bốn con vượn có bao nhiêu tay và chân?","ratio"
"một con dơi có 2 cánh và 2 chân, năm con dơi có bao nhiêu cánh và chân?","ratio"
"một con chuột chũi có 4 chân và 0 đuôi, sáu con chuột chũi có bao nhiêu chân và đuôi?","ratio"
"một con lợn rừng có 4 chân và 2 nanh, bảy con lợn rừng có bao nhiêu chân và nanh?","ratio"
"một con heo rừng có 4 chân và 4 nanh, tám con heo rừng có bao nhiêu chân và nanh?","ratio"
"một con nai có 4 chân và 2 gạc, chín con nai có bao nhiêu chân và gạc?","ratio"
"một con hươu sao có 4 chân và 2 gạc, mười con hươu sao có bao nhiêu chân và gạc?","ratio"
"một con cá rô có 7 vây, ba con cá rô có bao nhiêu vây?","ratio"
"một con cá trắm có 8 vây, bốn con cá trắm có bao nhiêu vây?","ratio"
"một con cá mè có 6 vây, năm con cá mè có bao nhiêu vây?","ratio"
"một con cá chép có 7 vây, sáu con cá chép có bao nhiêu vây?","ratio"
"một con cá quả có 5 vây, bảy con cá quả có bao nhiêu vây?","ratio"
"một con chim hoạ mi có 2 cánh và 1 mỏ, tám con chim hoạ mi có bao nhiêu cánh và mỏ?","ratio"
"một con chim sáo có 2 cánh và 1 mỏ, chín con chim sáo có bao nhiêu cánh và mỏ?","ratio"
"một con chim yến có 2 cánh và 1 mỏ, mười con chim yến có bao nhiêu cánh và mỏ?","ratio"
"một con chim cu có 2 cánh và 1 mỏ, ba con chim cu có bao nhiêu cánh và mỏ?","ratio"
"một con chim sẻ có 2 cánh và 1 mỏ, bốn con chim sẻ có bao nhiêu cánh và mỏ?","ratio"
"một con bướm có 4 cánh và 6 chân, năm con bướm có bao nhiêu cánh và chân?","ratio"
"một con kiến có 6 chân và 2 râu, sáu con kiến có bao nhiêu chân và râu?","ratio"
"một con ruồi có 6 chân và 2 cánh, bảy con ruồi có bao nhiêu chân và cánh?","ratio"
"một con muỗi có 6 chân và 2 cánh, tám con muỗi có bao nhiêu chân và cánh?","ratio"
"một con cào cào có 6 chân và 4 cánh, chín con cào cào có bao nhiêu chân và cánh?","ratio"
"một con ve sầu có 6 chân và 4 cánh, mười con ve sầu có bao nhiêu chân và cánh?","ratio"
"một con bọ ngựa có 6 chân và 4 cánh, ba con bọ ngựa có bao nhiêu chân và cánh?","ratio"
"một con bọ cánh cứng có 6 chân và 2 cánh cứng, bốn con bọ cánh cứng có bao nhiêu chân và cánh cứng?","ratio"
"một con ong mật có 6 chân và 4 cánh, năm con ong mật có bao nhiêu chân và cánh?","ratio"
"một con ong vò vẽ có 6 chân và 4 cánh, sáu con ong vò vẽ có bao nhiêu chân và cánh?","ratio"
"một con bọ rùa có 6 chân và 2 cánh cứng, bảy con bọ rùa có bao nhiêu chân và cánh cứng?","ratio"
"một con bướm đêm có 4 cánh và 6 chân, tám con bướm đêm có bao nhiêu cánh và chân?","ratio"
"một con chuồn chuồn kim có 4 cánh và 6 chân, chín con chuồn chuồn kim có bao nhiêu cánh và chân?","ratio"
"một con bọ que có 6 chân và 4 cánh, mười con bọ que có bao nhiêu chân và cánh?","ratio"
"một con bọ cạp có 8 chân và 2 kìm, ba con bọ cạp có bao nhiêu chân và kìm?","ratio"
"một con rết có 30 chân, bốn con rết có bao nhiêu chân?","ratio"
"một con nhện có 8 chân, bốn con nhện có bao nhiêu chân?","ratio"
"một con rùa có 4 chân, sáu con rùa có bao nhiêu chân?","ratio"
"một con ong có 6 chân, mười con ong có bao nhiêu chân?","ratio"
"một con cua có 10 chân, tám con cua có bao nhiêu chân?","ratio"
"một con dê có 4 chân, bảy con dê có bao nhiêu chân?","ratio"
"một con gấu có 4 chân, năm con gấu có bao nhiêu chân?","ratio"
"ba con mèo có 6 cái tai, chín con mèo có bao nhiêu cái tai?","ratio"
"bốn toa tàu có 16 bánh xe, mười toa tàu có bao nhiêu bánh xe?","ratio"
"năm cái xe có 20 bánh xe, tám cái xe có bao nhiêu bánh xe?","ratio"
"sáu cái xe có 24 bánh xe, mười cái xe có bao nhiêu bánh xe?","ratio"
"một con chim cổ rực có 2 mắt và 1 mỏ đỏ, năm con chim cổ rực có bao nhiêu mắt và mỏ?","ratio"
"một con công có 100 mắt trên đuôi và 2 mắt thường, sáu con công có bao nhiêu mắt tất cả?","ratio"
"một con bướm đêm có 2 râu và 6 chân, bảy con bướm đêm có bao nhiêu râu và chân?","ratio"
"một con sâu bướm có 12 đốt thân và 1 đầu, tám con sâu bướm có bao nhiêu đốt thân và đầu?","ratio"
"một con cá vàng có 2 mắt và 1 đuôi, chín con cá vàng có bao nhiêu mắt và đuôi?","ratio"
"một con cá rồng có 2 râu và 1 vây lưng, mười con cá rồng có bao nhiêu râu và vây lưng?","ratio"
"một cây phượng có 5 cánh hoa, ba cây phượng có bao nhiêu cánh hoa?","ratio"
"một cây hoa hồng có 20 gai và 1 bông hoa, bốn cây hoa hồng có bao nhiêu gai và bông hoa?","ratio"
"một cây bàng có 6 cành chính, năm cây bàng có bao nhiêu cành chính?","ratio"
"một cây xoài có 8 quả, sáu cây xoài có bao nhiêu quả?","ratio"
"một cây mít có 5 quả to, bảy cây mít có bao nhiêu quả to?","ratio"
"một bông hướng dương có 34 cánh hoa, tám bông hướng dương có bao nhiêu cánh hoa?","ratio"
"một bông cúc có 12 cánh, chín bông cúc có bao nhiêu cánh?","ratio"
"một cây tre có 20 măng, mười cây tre có bao nhiêu măng?","ratio"
"một quả dừa có 3 mắt, ba quả dừa có bao nhiêu mắt?","ratio"
"một cái bàn học có 4 chân và 1 mặt bàn, bốn cái bàn học có bao nhiêu chân và mặt bàn?","ratio"
"một cái ghế có 4 chân và 1 tựa lưng, năm cái ghế có bao nhiêu chân và tựa lưng?","ratio"
"một cái tủ có 2 cánh cửa và 4 ngăn, sáu cái tủ có bao nhiêu cánh cửa và ngăn?","ratio"
"một quyển sách có 50 trang và 2 bìa, bảy quyển sách có bao nhiêu trang và bìa?","ratio"
"một cái kệ có 3 tầng và 6 ngăn, tám cái kệ có bao nhiêu tầng và ngăn?","ratio"
"một chiếc đèn có 3 chế độ sáng, chín chiếc đèn có bao nhiêu chế độ sáng?","ratio"
"một cái bánh kem có 8 miếng và 1 cây nến, mười cái bánh kem có bao nhiêu miếng và nến?","ratio"
"một gói kẹo có 12 viên, ba gói kẹo có bao nhiêu viên?","ratio"
"một hộp sữa có 4 hộp nhỏ, bốn hộp sữa có bao nhiêu hộp nhỏ?","ratio"
"một đĩa phở có 10 viên thịt, năm đĩa phở có bao nhiêu viên thịt?","ratio"
"một tô bún có 6 miếng chả, sáu tô bún có bao nhiêu miếng chả?","ratio"
"một xe đạp có 2 bánh và 2 pê đan, bảy xe đạp có bao nhiêu bánh và pê đan?","ratio"
"một xe máy có 2 bánh và 2 gương, tám xe máy có bao nhiêu bánh và gương?","ratio"
"một chiếc xe ô tô có 4 bánh và 4 cửa, chín chiếc xe ô tô có bao nhiêu bánh và cửa?","ratio"
"một chiếc thuyền có 2 mái chèo và 4 chỗ ngồi, mười chiếc thuyền có bao nhiêu mái chèo và chỗ ngồi?","ratio"
"một cây thông có 12 nhánh và 100 lá, ba cây thông có bao nhiêu nhánh và lá?","ratio"
"một cây mai có 8 cành hoa và 20 nụ, bốn cây mai có bao nhiêu cành hoa và nụ?","ratio"
"một cây đào có 6 cành và 30 bông, năm cây đào có bao nhiêu cành và bông?","ratio"
"một cây lan có 3 nhánh và 9 hoa, sáu cây lan có bao nhiêu nhánh và hoa?","ratio"
"một con gà trống có 2 cựa và 1 mào, bảy con gà trống có bao nhiêu cựa và mào?","ratio"
"một con công có 100 lông đuôi và 2 cánh, tám con công có bao nhiêu lông đuôi và cánh?","ratio"
"một con chim bồ câu có 2 cánh và 14 lông đuôi, chín con chim bồ câu có bao nhiêu cánh và lông đuôi?","ratio"
"một con vẹt có 2 cánh và 1 mỏ cong, mười con vẹt có bao nhiêu cánh và mỏ cong?","ratio"
"một con cá hề có 3 sọc trắng và 2 vây, ba con cá hề có bao nhiêu sọc trắng và vây?","ratio"
"một con cá ngựa có 1 vây lưng và 2 mắt, bốn con cá ngựa có bao nhiêu vây lưng và mắt?","ratio"
"một con bướm có 4 cánh và 2 râu, năm con bướm có bao nhiêu cánh và râu?","ratio"
"một con chuồn chuồn có 4 cánh trong và 2 mắt to, sáu con chuồn chuồn có bao nhiêu cánh trong và mắt to?","ratio"
"một con ốc sên có 2 râu và 1 vỏ, bảy con ốc sên có bao nhiêu râu và vỏ?","ratio"
"một con sao biển có 5 cánh và 1 miệng, tám con sao biển có bao nhiêu cánh và miệng?","ratio"
"một quả cam có 10 múi và 1 cuống, chín quả cam có bao nhiêu múi và cuống?","ratio"
"một quả dưa hấu có 100 hạt và 1 vỏ, mười quả dưa hấu có bao nhiêu hạt và vỏ?","ratio"
"một cây nấm có 1 mũ và 1 thân, ba cây nấm có bao nhiêu mũ và thân?","ratio"
"một bông hoa sen có 12 cánh và 1 đài, bốn bông hoa sen có bao nhiêu cánh và đài?","ratio"
"một bông hoa súng có 8 cánh và 1 nhị, năm bông hoa súng có bao nhiêu cánh và nhị?","ratio"
"một quả thông có 50 vảy và 2 hạt trong mỗi vảy, sáu quả thông có bao nhiêu vảy và hạt?","ratio"
"một tổ chim có 4 trứng và 2 chim bố mẹ, bảy tổ chim có bao nhiêu trứng và chim bố mẹ?","ratio"
"một tổ ong có 6 lỗ và 1 ong chúa, tám tổ ong có bao nhiêu lỗ và ong chúa?","ratio"
"một tổ kiến có 3 cửa và 1 nữ hoàng, chín tổ kiến có bao nhiêu cửa và nữ hoàng?","ratio"
"một hang chuột có 2 cửa và 1 kho thức ăn, mười hang chuột có bao nhiêu cửa và kho thức ăn?","ratio"

"lan có 10 quả cam, số cam của nam hơn lan là 3 quả. Hỏi nam có bao nhiêu quả cam?","comparison"
"lan có 8 quả táo, số táo của nam hơn lan là 4 quả. Hỏi nam có bao nhiêu quả táo?","comparison"
"tổng của hai số là 50, số thứ nhất là 20. Hỏi số thứ hai là bao nhiêu?","comparison"
"tổng của hai số là 30, số thứ nhất gấp 2 lần số thứ hai. Hỏi số thứ nhất là bao nhiêu?","comparison"
"hằng cao 1m20cm, hằng thấp hơn lan 15cm. Hỏi lan cao bao nhiêu?","comparison"
"tổng của hai số là 90, số thứ nhất gấp 3 lần số thứ hai. Hỏi số thứ nhất là bao nhiêu?","comparison"
"lan có 12 quả xoài, số xoài của nam hơn lan là 5 quả. Hỏi nam có bao nhiêu quả xoài?","comparison"
"hùng nặng 32kg, hùng nặng hơn minh 7kg. Hỏi minh nặng bao nhiêu kg?","comparison"
"sách của mai dày 45 trang, sách của hoa dày hơn sách của mai 15 trang. Hỏi sách của hoa dày bao nhiêu trang?","comparison"
"an có 25 viên bi, bình có số bi gấp đôi số bi của an. Hỏi bình có bao nhiêu viên bi?","comparison"
"lớp 3A có 35 học sinh, lớp 3B có số học sinh ít hơn lớp 3A 5 học sinh. Hỏi lớp 3B có bao nhiêu học sinh?","comparison"
"tuấn có 40 nghìn đồng, số tiền của huy bằng một nửa số tiền của tuấn. Hỏi huy có bao nhiêu tiền?","comparison"
"cây xoài cao 8m, cây bưởi thấp hơn cây xoài 2m. Hỏi cây bưởi cao bao nhiêu mét?","comparison"
"hải có 15 quyển vở, số vở của trang nhiều hơn số vở của hải 8 quyển. Hỏi trang có bao nhiêu quyển vở?","comparison"
"mẹ mua 30 quả trứng, số trứng vịt bằng một phần ba số trứng gà. Hỏi có bao nhiêu quả trứng vịt?","comparison"
"nam có 50 tờ giấy màu, số giấy màu xanh bằng một phần năm tổng số giấy. Hỏi có bao nhiêu tờ giấy màu xanh?","comparison"
"linh nặng 28kg, nga nặng hơn linh 4kg. Hỏi nga nặng bao nhiêu kg?","comparison"
"bố cao 1m70cm, mẹ thấp hơn bố 12cm. Hỏi mẹ cao bao nhiêu cm?","comparison"
"hòm thư có 60 lá thư, số thư của hà nhiều gấp ba số thư của mai. Hỏi thư của hà có bao nhiêu lá?","comparison"
"hộp có 48 viên kẹo, số kẹo dâu bằng một phần tư tổng số kẹo. Hỏi có bao nhiêu viên kẹo dâu?","comparison"
"đàn gà có 40 con, số gà mái gấp ba số gà trống. Hỏi có bao nhiêu con gà trống?","comparison"
"tổng số học sinh của hai lớp là 60 em, lớp 4A có 35 em. Hỏi lớp 4B có bao nhiêu em?","comparison"
"vườn nhà lan có 100 bông hoa, số hoa hồng bằng một phần năm số hoa huệ. Hỏi có bao nhiêu bông hoa hồng?","comparison"
"thư viện có 200 quyển sách, số sách tiếng việt gấp bốn lần số sách tiếng anh. Hỏi có bao nhiêu quyển sách tiếng anh?","comparison"
"trang có 45 bút màu, số bút chì màu nhiều hơn số bút dạ 15 cây. Hỏi có bao nhiêu cây bút dạ?","comparison"
"tuấn có 16 viên bi xanh, số bi đỏ của tuấn gấp đôi số bi xanh. Hỏi tuấn có bao nhiêu viên bi đỏ?","comparison"
"hoa có 24 que tính, số que tính của mai ít hơn của hoa 6 que. Hỏi mai có bao nhiêu que tính?","comparison"
"một thùng có 80 quả táo, số táo đỏ bằng một phần tư số táo xanh. Hỏi có bao nhiêu quả táo đỏ?","comparison"
"lớp học có 32 học sinh, số học sinh nam ít hơn số học sinh nữ 8 em. Hỏi có bao nhiêu học sinh nam?","comparison"
"giỏ có 90 quả cam, số cam ngọt gấp hai số cam chua. Hỏi có bao nhiêu quả cam chua?","comparison"
"bình có 55 viên bi, số bi của an ít hơn của bình 25 viên. Hỏi an có bao nhiêu viên bi?","comparison"
"tổng số bút của hai bạn là 36 cây, hùng có 22 cây. Hỏi minh có bao nhiêu cây bút?","comparison"
"vườn có 150 cây, số cây ăn quả bằng một phần ba tổng số cây. Hỏi có bao nhiêu cây ăn quả?","comparison"
"tủ sách có 85 quyển, số sách truyện tranh nhiều hơn số sách giáo khoa 25 quyển. Hỏi có bao nhiêu quyển sách giáo khoa?","comparison"
"hải có 42 con tem, số tem của nga ít hơn của hải 18 con. Hỏi nga có bao nhiêu con tem?","comparison"
"rổ có 120 quả trứng, số trứng gà gấp năm lần số trứng vịt. Hỏi có bao nhiêu quả trứng vịt?","comparison"
"nam có 66 viên bi, số bi của tuấn bằng một nửa số bi của nam. Hỏi tuấn có bao nhiêu viên bi?","comparison"
"sân trường có 95 học sinh, số học sinh nam ít hơn số học sinh nữ 15 em. Hỏi có bao nhiêu học sinh nam?","comparison"
"bếp có 72 quả trứng, số trứng vịt bằng một phần ba số trứng gà. Hỏi có bao nhiêu quả trứng vịt?","comparison"
"tổng số bút của hai bạn là 48 cây, mai có 28 cây. Hỏi hoa có bao nhiêu cây bút?","comparison"
"lớp học có 40 học sinh, số học sinh đi xe đạp gấp ba lần số học sinh đi bộ. Hỏi có bao nhiêu học sinh đi bộ?","comparison"
"thùng có 96 quả cam, số cam loại 1 nhiều hơn số cam loại 2 là 32 quả. Hỏi có bao nhiêu quả cam loại 2?","comparison"
"linh có 38 nhãn vở, số nhãn vở của nga ít hơn của linh 14 cái. Hỏi nga có bao nhiêu nhãn vở?","comparison"
"tổng số sách của hai bạn là 45 quyển, an có 27 quyển. Hỏi bình có bao nhiêu quyển sách?","comparison"
"vườn có 180 cây, số cây ăn quả bằng một phần tư tổng số cây. Hỏi có bao nhiêu cây ăn quả?","comparison"
"giỏ có 64 quả táo, số táo xanh nhiều hơn số táo đỏ 16 quả. Hỏi có bao nhiêu quả táo đỏ?","comparison"
